lncRNA,Disease,PubMed ID
LINC00963,"Carcinoma, Hepatocellular",29630107
LINC00963,Ovarian Neoplasms,32021459
LINC00963,Osteosarcoma,30975024
LINC00963,Esophageal Neoplasms,31957829
LINC00963,Glioma,32273770
LINC00963,Colorectal Neoplasms,32744689
LINC00958,Colorectal Neoplasms,34672237
LINC00963,"Lymphoma, Large B-Cell, Diffuse",34112145
LINC00963,Pulmonary Arterial Hypertension,35349725
LINC00960,Osteosarcoma,35033873
LINC00960,Adenocarcinoma of Lung,34738865
LINC00958,Stomach Neoplasms,34409730
LINC00958,Breast Neoplasms,33531456
LINC00958,"Carcinoma, Non-Small-Cell Lung",31855084
LINC00958,"Carcinoma, Non-Small-Cell Lung",34269081
LINC01106,Endometrial Neoplasms,33061446
LINC01111,Pancreatic Neoplasms,31767833
LINC01243,Endometrial Neoplasms,32929617
LINC01224,Triple Negative Breast Neoplasms,36127622
LINC01215,"Carcinoma, Ovarian Epithelial",34052627
LINC01198,Glioma,32378450
LINC01194,"Carcinoma, Non-Small-Cell Lung",32346298
LINC01194,Colorectal Neoplasms,30962722
LINC01194,"Carcinoma, Hepatocellular",34978464
LINC01194,Adenocarcinoma of Lung,33372601
LINC01194,Squamous Cell Carcinoma of Head and Neck,32703403
LINC01189,"Carcinoma, Hepatocellular",33059056
LINC01186,Nasopharyngeal carcinoma,29805695
LINC01160,Nasopharyngeal carcinoma,33263259
LINC01152,"Carcinoma, Hepatocellular",31054511
LINC01140,Lung Neoplasms,34446576
LINC01140,Urinary Bladder Neoplasms,33234721
LINC01140,Osteosarcoma,35800618
LINC01140,Glioma,32184618
LINC01139,"Carcinoma, Hepatocellular",32115147
LINC01139,pancreatic adenocarcinoma,32104251
LINC01139,Osteosarcoma,31186711
LINC01224,"Carcinoma, Non-Small-Cell Lung",34403779
LINC01224,Endometrial Neoplasms,34278482
LINC01224,Colonic Neoplasms,34675675
LINC01235,Stomach Neoplasms,33771634
LINC01234,Breast Neoplasms,35923244
LINC01234,"Carcinoma, Non-Small-Cell Lung",32246902
LINC01234,"Carcinoma, Non-Small-Cell Lung",35747966
LINC01234,Colorectal Neoplasms,31904146
LINC01234,Colorectal Neoplasms,31650732
LINC01234,"Carcinoma, Hepatocellular",35192933
LINC01234,Ovarian Neoplasms,35230909
LINC01234,Esophageal Neoplasms,30519325
LINC01234,Multiple Myeloma,31737211
LINC01234,Pancreatic Neoplasms,36343541
LINC01234,"Carcinoma, Non-Small-Cell Lung",31106421
LINC01234,"Carcinoma, Renal Cell",33088626
LINC01234,Melanoma,34218270
LINC01232,Stomach Neoplasms,35592108
LINC01232,Urinary Bladder Neoplasms,35338769
LINC01232,"Carcinoma, Non-Small-Cell Lung",35026283
LINC01224,Colorectal Neoplasms,33542656
LINC01224,Colorectal Neoplasms,34535152
LINC01139,Osteosarcoma,32218837
LINC01139,Ovarian Neoplasms,30912527
LINC01139,Diabetic Nephropathies,31258644
LINC01139,"Carcinoma, Non-Small-Cell Lung",33602983
LINC01128,Glioma,36382487
LINC01127,Ovarian Neoplasms,30787997
LINC01123,"Carcinoma, Non-Small-Cell Lung",31488218
LINC01123,Colorectal Neoplasms,32423238
LINC01123,Colorectal Neoplasms,35325644
LINC01123,"Carcinoma, Hepatocellular",32760198
LINC01123,Squamous Cell Carcinoma of Head and Neck,34511356
LINC01123,Osteosarcoma,33837611
LINC01123,Squamous Cell Carcinoma of Head and Neck,35115487
LINC01116,Stomach Neoplasms,31632064
LINC01116,Colorectal Neoplasms,33116633
LINC01116,Urinary Bladder Neoplasms,33311496
LINC01116,Glioma,31933922
LINC01116,Glioma,34150180
LINC01116,Adenocarcinoma of Lung,32913506
LINC01116,Adenocarcinoma of Lung,34090440
LINC01116,Prostatic Neoplasms,33726770
LINC01116,Small Cell Lung Carcinoma,33535997
LINC01128,Osteosarcoma,33108067
LINC01132,"Carcinoma, Ovarian Epithelial",34132375
LINC01133,Endometriosis,34445100
LINC01133,"Carcinoma, Hepatocellular",30548306
LINC01139,"Lymphoma, Mantle-Cell",30636001
LINC01138,Adenocarcinoma of Lung,36060239
LINC01134,"Carcinoma, Hepatocellular",32656205
LINC01134,Liver Neoplasms,35477447
LINC01133,Stomach Neoplasms,35017464
LINC01133,Breast Neoplasms,31557401
LINC01133,"Carcinoma, Ovarian Epithelial",33036757
LINC01133,"Carcinoma, Renal Cell",33054325
LINC01133,"Carcinoma, Hepatocellular",34047479
LINC01133,Nasopharyngeal carcinoma,31106003
LINC01133,Ovarian Neoplasms,31640854
LINC01133,Urinary Bladder Neoplasms,33728699
LINC01133,Endometrial Neoplasms,32929617
LINC01133,pancreatic ductal adenocarcinoma,33824474
LINC01133,Uterine Cervical Neoplasms,31390932
LINC01133,Uterine Cervical Neoplasms,33078907
LINC01133,Triple Negative Breast Neoplasms,36269860
ELFN1-AS1,Colorectal Neoplasms,34337713
ELFN1-AS1,Colonic Neoplasms,33634016
MANCR,"Carcinoma, Renal Cell",36217399
circENTPD7,"Carcinoma, Non-Small-Cell Lung",35993557
hsa_circ_0039857,Colorectal Neoplasms,36539702
circCTNNA1,Colorectal Neoplasms,33640021
hsa_circ_0007580,"Carcinoma, Non-Small-Cell Lung",32681720
circKLHL24,Breast Neoplasms,33781094
circSOX4,"Carcinoma, Hepatocellular",33660794
CRNDE,Precursor Cell Lymphoblastic Leukemia-Lymphoma,32868489
CRNDE,Wilms Tumor,32096178
CRNDE,"Liver Diseases, Alcoholic",34633988
CRNDE,"Carcinoma, Non-Small-Cell Lung",35611803
CRLM1,Colorectal Neoplasms,35907898
CRCAL-3,Colorectal Neoplasms,31038794
CRART16,Stomach Neoplasms,35537818
CR594175,"Carcinoma, Hepatocellular",32983253
CPS1-IT1,Colorectal Neoplasms,29017924
CPS1-IT1,Glioma,31545272
CP,Colorectal Neoplasms,31934121
CP,"Carcinoma, Ovarian Epithelial",30909184
COX7C-5,"Carcinoma, Hepatocellular",36273755
cox-2,"Carcinoma, Hepatocellular",29131381
CRNDE,"Leukemia, Promyelocytic, Acute",33298855
CRNDE,Asthma,34590683
CRNDE,"Leukemia, Lymphocytic, Chronic, B-Cell",33857783
CRNDE,"Leukemia, Myeloid, Acute",29461608
CRNDE,Uterine Cervical Neoplasms,30334449
CRNDE,Uterine Cervical Neoplasms,31202167
CRNDE,Uterine Cervical Neoplasms,31605132
CRNDE,Uterine Cervical Neoplasms,33469312
CRNDE,Nasopharyngeal carcinoma,34796452
CRNDE,Nasopharyngeal carcinoma,34863152
CRNDE,Multiple Myeloma,32879426
CRNDE,Pancreatic Neoplasms,33882369
CRNDE,"Osteoporosis, Postmenopausal",30280760
CRNDE,Prostatic Neoplasms,32182086
CRNDE,Prostatic Neoplasms,34232111
CRNDE,Colorectal Neoplasms,35069879
CRNDE,tongue squamous cell carcinoma,35521355
CRNDE,Inflammatory Bowel Diseases,31251902
CRNDE,Sepsis,31877497
CRNDE,Neuroblastoma,36564069
CRNDE,Cholangiocarcinoma,29556285
COX10-DT,Breast Neoplasms,36463760
COMETT,"Carcinoma, Non-Small-Cell Lung",30399588
CIRKIL,Heart Injuries,35105170
CHRF,Stomach Neoplasms,32096147
CHRF,Prostatic Neoplasms,30844757
CHRF,Myocardial Reperfusion Injury,33491285
COMETT,Colorectal Neoplasms,29581707
COMETT,"Thyroid Cancer, Papillary",31590919
COMETT,"Carcinoma, Renal Cell",30224058
COL4A2-AS1,Colorectal Neoplasms,34477476
COL1A1-014,Stomach Neoplasms,31650323
COL18A1-AS1,"Carcinoma, Renal Cell",35787628
CNALPTC1,Stomach Neoplasms,36636079
CLRN1-AS1,Prolactinoma,31235696
CRNDE,Osteosarcoma,33522065
CRNDE,Osteosarcoma,31898343
CRNDE,Squamous Cell Carcinoma of Head and Neck,34729919
CYTOR,Colonic Neoplasms,33936365
CYTOR,"Carcinoma, Renal Cell",35597301
CYTOR,"Carcinoma, Hepatocellular",31297882
CYTOR,"Carcinoma, Hepatocellular",33318318
CYTOR,"Carcinoma, Hepatocellular",31954697
CYTOR,"Carcinoma, Hepatocellular",34584571
CYTOR,"Carcinoma, Hepatocellular",35563834
CYTOR,Ovarian Neoplasms,31799647
CYTOR,Urinary Bladder Neoplasms,31042695
CYTOR,Squamous Cell Carcinoma of Head and Neck,34664331
CYTOR,Squamous Cell Carcinoma of Head and Neck,35963855
CYTOR,Osteosarcoma,31579407
CYTOR,"Leukemia, Myeloid, Acute",30707636
CYTOR,"Leukemia, Myeloid, Acute",34295821
CYTOR,Glioma,30043319
CYTOR,Glioma,32726126
CYTOR,Nasopharyngeal carcinoma,31859457
CYTOR,Glioblastoma,34531451
CYTOR,Pancreatic Neoplasms,32732173
CYTOR,tongue squamous cell carcinoma,32194700
CYTOR,"Thyroid Cancer, Papillary",35592867
CYTOR,Colorectal Neoplasms,32042551
CRNDE,Squamous Cell Carcinoma of Head and Neck,30867767
CYTOR,Esophageal Squamous Cell Carcinoma,31802892
DANCR,"Carcinoma, Non-Small-Cell Lung",30613152
DANCR,Cholangiocarcinoma,32196584
DANCR,Prostatic Neoplasms,34017385
DANCR,tongue squamous cell carcinoma,31827393
DANCR,cervical squamous cell carcinoma,31746351
DANCR,Pre-Eclampsia,34652251
DANCR,"Carcinoma, Basal Cell",35642174
DACH1,Pulmonary Fibrosis,36176913
CYTOR,Stomach Neoplasms,30404587
CYTOR,Stomach Neoplasms,30304559
CYTOR,Stomach Neoplasms,34697541
CYTOR,Stomach Neoplasms,33709190
CYTOR,Stomach Neoplasms,34110382
CYTOR,Stomach Neoplasms,35014092
CYTOR,Breast Neoplasms,29863253
CYTOR,Breast Neoplasms,33842324
CYTOR,"Carcinoma, Non-Small-Cell Lung",32133796
CYTOR,Esophageal Squamous Cell Carcinoma,30784933
CYTOR,Cardiomegaly,30794866
CYTOR,Laryngeal Neoplasms,32266320
CYTOR,capillary hemangioma,31542613
CYTOR,capillary hemangioma,30851338
CTBP1-DT,Ovarian Neoplasms,34887384
CTBP1-AS,Breast Neoplasms,31165609
CTB-193M12.5,"Carcinoma, Hepatocellular",35698644
CTA-217C2.1,Prostatic Neoplasms,33219721
CRYBG3,Lung Neoplasms,33809929
CRNDE,"Carcinoma, Non-Small-Cell Lung",30982057
CRNDE,Colorectal Neoplasms,33495437
CRNDE,"Carcinoma, Renal Cell",32808846
CRNDE,Osteoarthritis,33479807
CRNDE,"Carcinoma, Hepatocellular",31099050
CRNDE,"Carcinoma, Hepatocellular",30430650
CRNDE,"Carcinoma, Hepatocellular",32621257
CRNDE,"Carcinoma, Hepatocellular",32252678
CRNDE,"Carcinoma, Hepatocellular",34633056
CRNDE,"Carcinoma, Hepatocellular",34153299
CRNDE,"Carcinoma, Hepatocellular",35999564
CRNDE,Ovarian Neoplasms,35166986
CRNDE,Urinary Bladder Neoplasms,29710461
CTBP1-DT,Pancreatic Carcinoma,35039872
CTBP1-DT,Nasopharyngeal carcinoma,35894463
CTBP1-DT,Glioma,33150795
CTXND1,Stomach Neoplasms,31007611
CYTOR,Squamous Cell Carcinoma of Head and Neck,30543527
CYTOR,Glioma,34478013
CYTOR,"Leukemia, Lymphoid",34679195
CYP24A1,Ovarian Neoplasms,34422647
CYB561-5,"Carcinoma, Non-Small-Cell Lung",35064752
CTBP1-DT,Uterine Cervical Neoplasms,32742190
CTD-3252C9.4,Pancreatic Neoplasms,34399768
CTD-2245E15.3,"Carcinoma, Non-Small-Cell Lung",33941610
CTC-497E21.4,Stomach Neoplasms,31451992
CTC-338M12.3,Prostatic Neoplasms,33219721
CTBP1-DT,Stomach Neoplasms,33204108
CTBP1-DT,"Carcinoma, Hepatocellular",32988587
CTBP1-DT,"Carcinoma, Hepatocellular",32522013
CTBP1-DT,Ovarian Neoplasms,32711584
CBR3-AS1,Colorectal Neoplasms,35466320
CCHE1,Urinary Bladder Neoplasms,36017913
CCEPR,Colorectal Neoplasms,31602230
CCEPR,Ovarian Neoplasms,32319633
CCDC26,Thyroid Neoplasms,34007185
CCDC196,Liver Neoplasms,35014686
CCDC183-AS1,"Carcinoma, Hepatocellular",33541391
CCDC183-AS1,Urinary Bladder Neoplasms,35957803
CCDC144NL-AS1,Stomach Neoplasms,32647147
CCDC144NL-AS1,Stomach Neoplasms,35083139
CCDC144NL-AS1,"Carcinoma, Non-Small-Cell Lung",34115289
CCDC144NL-AS1,Colorectal Neoplasms,35154444
CCDC144NL-AS1,"Carcinoma, Hepatocellular",33977095
CCDC144NL-AS1,Squamous Cell Carcinoma of Head and Neck,36401978
CCDC144NL-AS1,Endometriosis,30496345
CCAT2,Esophageal Squamous Cell Carcinoma,34057837
CCAT2,Esophageal Squamous Cell Carcinoma,34386421
CCAT2,Colorectal Neoplasms,33099922
CCAT2,Colorectal Neoplasms,34868956
CCEPR,Esophageal Squamous Cell Carcinoma,32934710
CCHE1,"Carcinoma, Non-Small-Cell Lung",29630113
CCAT2,"Carcinoma, Hepatocellular",32037568
CCHE1,Colonic Neoplasms,31423215
CDC6,Breast Neoplasms,30362551
CD82-AS1,Diabetic Nephropathies,35493610
CD27-AS1-208,Melanoma,35096622
CD27-AS1,"Leukemia, Myeloid, Acute",34006845
CD209,Stomach Neoplasms,31766099
cCSC1,Colorectal Neoplasms,31680315
cCSC1,Colorectal Neoplasms,33887588
CCND2-AS1,Breast Neoplasms,31938243
CCND2-AS1,Uterine Cervical Neoplasms,32607313
CCMAlnc,Colorectal Neoplasms,33681178
CCL2,Stomach Neoplasms,35000531
CCHE1,Stomach Neoplasms,29771412
CCHE1,Squamous Cell Carcinoma of Head and Neck,31981240
CCHE1,pancreatic adenocarcinoma,31423182
CCHE1,Nasopharyngeal carcinoma,32964977
CCAT2,"Carcinoma, Hepatocellular",30922920
CCAT2,"Carcinoma, Hepatocellular",34409736
CHASERR,Colonic Neoplasms,33040438
CCAT1,Urinary Bladder Neoplasms,31038865
CCAT1,Squamous Cell Carcinoma of Head and Neck,32009633
CCAT1,Endometrial Neoplasms,30988798
CCAT1,Uterine Cervical Neoplasms,31084453
CCAT1,Triple Negative Breast Neoplasms,31310241
CCAT1,Adenocarcinoma of Lung,30008869
CCAT1,Adenocarcinoma of Lung,33193573
CCAT1,Adenocarcinoma of Lung,34431227
CCAT1,Squamous Cell Carcinoma of Head and Neck,35261819
CCAT1,Prostatic Neoplasms,29863242
CCAT1,Prostatic Neoplasms,31387890
CCAT1,"Carcinoma, Renal Cell",33482824
CCAT1,Retinoblastoma,34265414
CCAT1,"Carcinoma, Non-Small-Cell Lung",32227563
CCAT1,Osteoporosis,33402731
CCAL,Stomach Neoplasms,30250169
CCAL,Osteosarcoma,33122950
CBR3-AS1,Breast Neoplasms,34530987
CBR3-AS1,Breast Neoplasms,32550547
CBR3-AS1,"Carcinoma, Non-Small-Cell Lung",34801596
CCAT1,Squamous Cell Carcinoma of Head and Neck,31599709
CCAT1,"Carcinoma, Hepatocellular",30773676
CCAT2,Esophageal Neoplasms,31423241
CCAT1,"Carcinoma, Hepatocellular",31218739
CCAT2,Glioma,32236863
CCAT2,Thyroid Neoplasms,33125134
CCAT2,Adenocarcinoma of Lung,30548656
CCAT2,Squamous Cell Carcinoma of Head and Neck,34515990
CCAT2,Prostatic Neoplasms,32831916
CCAT2,Uterine Cervical Neoplasms,34499007
CCAT2,Neuroblastoma,33475889
CCAT1,Stomach Neoplasms,31478245
CCAT1,Stomach Neoplasms,34417924
CCAT1,"Carcinoma, Non-Small-Cell Lung",33325119
CCAT1,"Carcinoma, Non-Small-Cell Lung",33023331
CCAT1,"Carcinoma, Non-Small-Cell Lung",32323859
CCAT1,Colorectal Neoplasms,31807005
CCAT1,Colorectal Neoplasms,32380476
CCAT1,Colorectal Neoplasms,32256733
CCAT1,Colorectal Neoplasms,35005034
CCAT1,Colonic Neoplasms,33709519
CDCA3P1,"Carcinoma, Hepatocellular",35230745
CDIPTOSP,Liver Neoplasms,35122073
CERNA2,Glioma,30290058
CERNA2,Uterine Cervical Neoplasms,30793356
CERNA2,Uterine Cervical Neoplasms,30964163
CEBPA-DT,Liver Neoplasms,31646559
CEBPA-DT,Liver Neoplasms,36471363
CDKN2B-AS1,Stomach Neoplasms,31242038
CERNA2,Triple Negative Breast Neoplasms,30483747
CERNA2,Triple Negative Breast Neoplasms,32248842
CDK6-AS1,"Leukemia, Myeloid, Acute",34816103
CERNA2,Osteosarcoma,29509239
CHAER1,Atherosclerosis,31539156
cFUT8,Liver Neoplasms,33500381
CFAR,Cardiac Fibrosis,36334219
CES1P1,Diabetic Nephropathies,35834955
CERS6-AS1,Stomach Neoplasms,34852705
CERS6-AS1,Breast Neoplasms,31701672
CERS6-AS1,Breast Neoplasms,32808708
CERS6-AS1,Breast Neoplasms,36136991
CERS6-AS1,Lung Neoplasms,35702784
CERS6-AS1,Colorectal Neoplasms,35146902
CERS6-AS1,"Thyroid Cancer, Papillary",35777805
CERS6-AS1,"Carcinoma, Hepatocellular",35927226
CERS6-AS1,pancreatic ductal adenocarcinoma,33581689
CERS6-AS1,Pancreatic Neoplasms,34168120
CERS6-AS1,Pancreatic Neoplasms,35199935
CERS6-AS1,Prostatic Neoplasms,35706508
CERS6-AS1,Uterine Cervical Neoplasms,36444938
CERNA2,Stomach Neoplasms,31949664
CDKN2B-AS1,Breast Neoplasms,34374638
CDKN2B-AS1,Lung Neoplasms,33116641
CDKN2B-AS1,Osteoarthritis,31799639
CDKN2B-AS1,Thyroid Neoplasms,36582605
CDKN2B-AS1,Multiple Myeloma,32961145
CDKN2B-AS1,Multiple Myeloma,34034498
CDKN2B-AS1,Idiopathic Pulmonary Fibrosis,35291918
CDKN2B-AS1,Squamous Cell Carcinoma of Head and Neck,31667207
CDKN2B-AS1,acute myocardial infarction,31264206
CDKN2B-AS1,Liver Neoplasms,36081669
CDKN2B-AS1,"Rhinitis, Allergic",35404176
CDKN2B-AS1,Diabetic Nephropathies,32726814
CDKN2B-AS1,endometriosis of ovary,33820740
CDKN2B-AS1,laryngeal squamous cell carcinoma,31754305
CDKN2B-AS1,laryngeal squamous cell carcinoma,31960744
CDKN2B-AS1,Burkitt Lymphoma,33325535
CDKN2B-AS1,T-cell acute lymphoblastic leukemia,32714094
CDKN2B-AS1,clear cell renal cell carcinoma,33608495
CDKN2B-AS1,"Renal Insufficiency, Chronic",35906216
CDKN2A-DT,"Carcinoma, Ovarian Epithelial",34110955
CDKN2B-AS1,Atherosclerosis,32783191
CDKN2B-AS1,Glioma,29057547
CDKN2B-AS1,Glioma,34559933
CDKN2B-AS1,Ovarian Neoplasms,32572907
CDKN2B-AS1,"Carcinoma, Hepatocellular",30510148
CDKN2B-AS1,"Carcinoma, Hepatocellular",30249208
CDKN2B-AS1,"Carcinoma, Hepatocellular",30165194
CDKN2B-AS1,"Carcinoma, Hepatocellular",31670868
CDKN2B-AS1,"Carcinoma, Hepatocellular",31679275
CDKN2B-AS1,"Carcinoma, Hepatocellular",31609763
CDKN2B-AS1,"Carcinoma, Hepatocellular",32801906
CDKN2B-AS1,"Carcinoma, Hepatocellular",34111289
CDKN2B-AS1,Ovarian Neoplasms,32305052
CDKN2B-AS1,Uterine Cervical Neoplasms,30884187
CDKN2B-AS1,Ovarian Neoplasms,33772549
CDKN2B-AS1,Squamous Cell Carcinoma of Head and Neck,31364119
CDKN2B-AS1,Squamous Cell Carcinoma of Head and Neck,30555745
CDKN2B-AS1,Osteosarcoma,31724892
CDKN2B-AS1,Osteosarcoma,33283575
CDKN2B-AS1,Osteosarcoma,31950433
CDKN2B-AS1,"Leukemia, Myeloid, Acute",31830533
CDKN2B-AS1,Uterine Cervical Neoplasms,30198868
DANCR,Adenocarcinoma of Lung,29266795
DANCR,Adenocarcinoma of Lung,30535487
DANCR,Pancreatic Neoplasms,31515968
DSCAM-AS1,stomach carcinoma,34372727
DSCAM-AS1,endometrial adenocarcinoma,35885035
DRHC,Breast Neoplasms,31516593
DRHC,"Carcinoma, Hepatocellular",30362626
DRAIC,Stomach Neoplasms,32351584
DRAIC,Esophageal Neoplasms,32659236
DRAIC,Glioma,33336743
DRAIC,Nasopharyngeal carcinoma,31497998
DRAIC,Adenocarcinoma of Lung,34764698
DRAIC,Hirschsprung Disease,34471485
DQ786243,"Carcinoma, Hepatocellular",33760109
DPP10-AS1,Lung Neoplasms,34106559
DPP10-AS1,Colonic Neoplasms,33744851
DOCK9-DT,"Thyroid Cancer, Papillary",32917852
DNM3OS,Stomach Neoplasms,30770102
DNM3OS,Osteoarthritis,31526393
DNM3OS,"Carcinoma, Hepatocellular",33472090
DNM3OS,Ovarian Neoplasms,34027641
DNM3OS,Mouth Neoplasms,32463958
DSCAM-AS1,Uterine Cervical Neoplasms,35378649
DSCAM-AS1,Endometrial Neoplasms,34691252
DNAJC3-DT,Colorectal Neoplasms,33604287
DSCAM-AS1,Melanoma,31002140
DUXAP10,Glioma,33340249
DUXAP10,Pancreatic Neoplasms,29286182
DUXAP10,Prostatic Neoplasms,31114994
DUXAP10,Melanoma,31334110
DUSP5P1,Stomach Neoplasms,36307394
DUBR,Adenocarcinoma of Lung,33758355
DSCR8,Stomach Neoplasms,34553033
DSCR8,Ovarian Neoplasms,32984052
DSCAM-AS1,"Carcinoma, Non-Small-Cell Lung",32386483
DSCAM-AS1,"Carcinoma, Non-Small-Cell Lung",32280246
DSCAM-AS1,Colorectal Neoplasms,32453706
DSCAM-AS1,Colonic Neoplasms,32606930
DSCAM-AS1,"Carcinoma, Hepatocellular",35695605
DSCAM-AS1,Squamous Cell Carcinoma of Head and Neck,35717565
DSCAM-AS1,Osteosarcoma,32744697
DSCAM-AS1,Uterine Cervical Neoplasms,31737900
DSCAM-AS1,Pancreatic Neoplasms,35142595
DNM3OS,Huntington Disease,34369082
DANCR,Pancreatic Neoplasms,31267381
DLX6-AS1,"Carcinoma, Hepatocellular",33277615
DLX6-AS1,Ovarian Neoplasms,32774164
DLX6-AS1,Urinary Bladder Neoplasms,31787849
DLX6-AS1,Urinary Bladder Neoplasms,32756011
DLX6-AS1,Osteosarcoma,30838699
DLX6-AS1,Osteosarcoma,35528911
DLX6-AS1,Uterine Cervical Neoplasms,30535431
DLX6-AS1,Uterine Cervical Neoplasms,32077747
DLX6-AS1,Glioma,30366080
DLX6-AS1,Nasopharyngeal carcinoma,31782911
DLX6-AS1,Pancreatic Neoplasms,30250401
DLX6-AS1,Pancreatic Neoplasms,31118816
DLX6-AS1,"Carcinoma, Non-Small-Cell Lung",36017915
DLX6-AS1,Thyroid Neoplasms,34514705
DLX6-AS1,Endometrial Neoplasms,32951317
DLX6-AS1,Liver Neoplasms,30805988
DLX6-AS1,Laryngeal Neoplasms,32368147
DLX6-AS1,Neuroblastoma,31787850
DLX6-AS1,Neuroblastoma,33031637
DLX6-AS1,Neuroblastoma,32904436
DLX6-AS1,"Carcinoma, Ovarian Epithelial",31081076
DNAJC3-DT,Colonic Neoplasms,32352854
DLX6-AS1,Colorectal Neoplasms,31646562
DNAJC3-DT,"Carcinoma, Renal Cell",33629299
DNAJC3-DT,"Carcinoma, Hepatocellular",34815712
DNAH17-AS1,"Carcinoma, Non-Small-Cell Lung",32981678
DNAH17-AS1,Pancreatic Carcinoma,32351291
DNACR,Osteosarcoma,31918278
DMTF1v4,Colonic Neoplasms,29949153
DMTF1,"Carcinoma, Non-Small-Cell Lung",33123591
DMTF1,Osteosarcoma,32670359
DLX6-AS1,Stomach Neoplasms,31105791
DLX6-AS1,Stomach Neoplasms,31591939
DLX6-AS1,Stomach Neoplasms,31463827
DLX6-AS1,Stomach Neoplasms,32239379
DLX6-AS1,Breast Neoplasms,31705901
DLX6-AS1,"Carcinoma, Non-Small-Cell Lung",30551440
DLX6-AS1,"Carcinoma, Non-Small-Cell Lung",31190891
DLX6-AS1,"Carcinoma, Non-Small-Cell Lung",31612030
DLX6-AS1,"Carcinoma, Non-Small-Cell Lung",35116677
DLX6-AS1,Esophageal Squamous Cell Carcinoma,30592268
DUXAP10,Osteosarcoma,36053455
DUXAP10,"Carcinoma, Hepatocellular",30996112
DUXAP10,"Carcinoma, Renal Cell",33215419
EIF1AX-AS1,Endometrial Neoplasms,35080085
EGOT,Breast Neoplasms,32150666
EGOT,Colorectal Neoplasms,32373939
EGOT,Colonic Neoplasms,33408522
EGFR-AS1,Stomach Neoplasms,30138934
EGFR-AS1,Esophageal Squamous Cell Carcinoma,31702393
EGFR-AS1,Urinary Bladder Neoplasms,32194685
EGFR-AS1,Uterine Cervical Neoplasms,34998421
EGFR-AS1,Glioma,31545240
EGFR-AS1,"Carcinoma, Non-Small-Cell Lung",30431074
EGFR-AS1,Kidney Neoplasms,30770799
EGFEM1P,Thyroid Neoplasms,36380872
